# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-07-04 02:07:42 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04233300 SIXMILE CREEK AT BETHEL GROVE, NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04233300
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	04233300	2001-10-23	12	A
USGS	04233300	2001-10-24	16	A
USGS	04233300	2001-10-25	15	A
USGS	04233300	2001-10-26	11	A
USGS	04233300	2001-10-27	11	A
USGS	04233300	2001-10-28	12	A
USGS	04233300	2001-10-29	10	A
USGS	04233300	2001-10-30	9.7	A
USGS	04233300	2001-10-31	8.9	A
USGS	04233300	2001-11-01	9.1	A
USGS	04233300	2001-11-02	9.3	A
USGS	04233300	2001-11-03	12	A
USGS	04233300	2001-11-04	11	A
USGS	04233300	2001-11-05	18	A
USGS	04233300	2001-11-06	21	A
USGS	04233300	2001-11-07	17	A
USGS	04233300	2001-11-08	14	A
USGS	04233300	2001-11-09	14	A
USGS	04233300	2001-11-10	12	A
USGS	04233300	2001-11-11	12	A
USGS	04233300	2001-11-12	12	A
USGS	04233300	2001-11-13	11	A
USGS	04233300	2001-11-14	11	A
USGS	04233300	2001-11-15	11	A
USGS	04233300	2001-11-16	11	A
USGS	04233300	2001-11-17	10	A
USGS	04233300	2001-11-18	9.7	A
USGS	04233300	2001-11-19	9.6	A
USGS	04233300	2001-11-20	14	A
USGS	04233300	2001-11-21	12	A
USGS	04233300	2001-11-22	11	A
USGS	04233300	2001-11-23	10	A
USGS	04233300	2001-11-24	9.9	A
USGS	04233300	2001-11-25	31	A
USGS	04233300	2001-11-26	47	A
USGS	04233300	2001-11-27	28	A
USGS	04233300	2001-11-28	24	A
USGS	04233300	2001-11-29	50	A
USGS	04233300	2001-11-30	80	A
USGS	04233300	2001-12-01	110	A
USGS	04233300	2001-12-02	66	A
USGS	04233300	2001-12-03	54	A
USGS	04233300	2001-12-04	47	A
USGS	04233300	2001-12-05	42	A
USGS	04233300	2001-12-06	39	A
USGS	04233300	2001-12-07	35	A
USGS	04233300	2001-12-08	32	A
USGS	04233300	2001-12-09	36	A
USGS	04233300	2001-12-10	34	A
USGS	04233300	2001-12-11	31	A
USGS	04233300	2001-12-12	30	A
USGS	04233300	2001-12-13	35	A
USGS	04233300	2001-12-14	41	A
USGS	04233300	2001-12-15	61	A
USGS	04233300	2001-12-16	45	A
USGS	04233300	2001-12-17	66	A
USGS	04233300	2001-12-18	239	A
USGS	04233300	2001-12-19	125	A
USGS	04233300	2001-12-20	95	A
USGS	04233300	2001-12-21	80	A
USGS	04233300	2001-12-22	67	A
USGS	04233300	2001-12-23	60	A
USGS	04233300	2001-12-24	67	A
USGS	04233300	2001-12-25	54	A
USGS	04233300	2001-12-26	47	A
USGS	04233300	2001-12-27	44	A:e
USGS	04233300	2001-12-28	40	A:e
USGS	04233300	2001-12-29	38	A:e
USGS	04233300	2001-12-30	36	A:e
USGS	04233300	2001-12-31	34	A:e
USGS	04233300	2002-01-01	32	A:e
USGS	04233300	2002-01-02	30	A:e
USGS	04233300	2002-01-03	30	A:e
USGS	04233300	2002-01-04	30	A
USGS	04233300	2002-01-05	29	A
USGS	04233300	2002-01-06	28	A
USGS	04233300	2002-01-07	30	A
USGS	04233300	2002-01-08	28	A:e
USGS	04233300	2002-01-09	29	A
USGS	04233300	2002-01-10	29	A
USGS	04233300	2002-01-11	33	A
USGS	04233300	2002-01-12	33	A
USGS	04233300	2002-01-13	33	A
USGS	04233300	2002-01-14	29	A
USGS	04233300	2002-01-15	29	A
USGS	04233300	2002-01-16	29	A
USGS	04233300	2002-01-17	28	A
USGS	04233300	2002-01-18	26	A
USGS	04233300	2002-01-19	27	A:e
USGS	04233300	2002-01-20	30	A:e
USGS	04233300	2002-01-21	32	A:e
USGS	04233300	2002-01-22	28	A
USGS	04233300	2002-01-23	28	A
USGS	04233300	2002-01-24	64	A
USGS	04233300	2002-01-25	76	A
USGS	04233300	2002-01-26	59	A
USGS	04233300	2002-01-27	59	A
USGS	04233300	2002-01-28	64	A
USGS	04233300	2002-01-29	75	A
USGS	04233300	2002-01-30	147	A
USGS	04233300	2002-01-31	121	A
USGS	04233300	2002-02-01	354	A
USGS	04233300	2002-02-02	177	A
USGS	04233300	2002-02-03	108	A
USGS	04233300	2002-02-04	89	A
USGS	04233300	2002-02-05	78	A
USGS	04233300	2002-02-06	65	A:e
USGS	04233300	2002-02-07	61	A
USGS	04233300	2002-02-08	59	A
USGS	04233300	2002-02-09	54	A
USGS	04233300	2002-02-10	101	A
USGS	04233300	2002-02-11	383	A
USGS	04233300	2002-02-12	130	A
USGS	04233300	2002-02-13	94	A
USGS	04233300	2002-02-14	74	A:e
USGS	04233300	2002-02-15	70	A:e
USGS	04233300	2002-02-16	73	A
USGS	04233300	2002-02-17	67	A
USGS	04233300	2002-02-18	56	A
USGS	04233300	2002-02-19	53	A
USGS	04233300	2002-02-20	55	A
USGS	04233300	2002-02-21	68	A
USGS	04233300	2002-02-22	69	A
USGS	04233300	2002-02-23	56	A
USGS	04233300	2002-02-24	50	A
USGS	04233300	2002-02-25	50	A
USGS	04233300	2002-02-26	49	A
USGS	04233300	2002-02-27	51	A
USGS	04233300	2002-02-28	44	A
USGS	04233300	2002-03-01	42	A
USGS	04233300	2002-03-02	39	A
USGS	04233300	2002-03-03	56	A
USGS	04233300	2002-03-04	48	A
USGS	04233300	2002-03-05	38	A:e
USGS	04233300	2002-03-06	40	A
USGS	04233300	2002-03-07	39	A
USGS	04233300	2002-03-08	37	A
USGS	04233300	2002-03-09	37	A
USGS	04233300	2002-03-10	42	A
USGS	04233300	2002-03-11	32	A:e
USGS	04233300	2002-03-12	34	A
USGS	04233300	2002-03-13	33	A
USGS	04233300	2002-03-14	32	A
USGS	04233300	2002-03-15	30	A
USGS	04233300	2002-03-16	33	A
USGS	04233300	2002-03-17	30	A
USGS	04233300	2002-03-18	32	A
USGS	04233300	2002-03-19	34	A
USGS	04233300	2002-03-20	49	A
USGS	04233300	2002-03-21	62	A
USGS	04233300	2002-03-22	54	A
USGS	04233300	2002-03-23	48	A
USGS	04233300	2002-03-24	48	A
USGS	04233300	2002-03-25	46	A
USGS	04233300	2002-03-26	154	A
USGS	04233300	2002-03-27	220	A
USGS	04233300	2002-03-28	116	A
USGS	04233300	2002-03-29	117	A
USGS	04233300	2002-03-30	148	A
USGS	04233300	2002-03-31	109	A
USGS	04233300	2002-04-01	102	A
USGS	04233300	2002-04-02	80	A
USGS	04233300	2002-04-03	71	A
USGS	04233300	2002-04-04	62	A
USGS	04233300	2002-04-05	57	A
USGS	04233300	2002-04-06	54	A
USGS	04233300	2002-04-07	48	A
USGS	04233300	2002-04-08	47	A
USGS	04233300	2002-04-09	49	A
USGS	04233300	2002-04-10	61	A
USGS	04233300	2002-04-11	47	A
USGS	04233300	2002-04-12	44	A
USGS	04233300	2002-04-13	60	A
USGS	04233300	2002-04-14	95	A
USGS	04233300	2002-04-15	187	A
USGS	04233300	2002-04-16	97	A
USGS	04233300	2002-04-17	83	A
USGS	04233300	2002-04-18	71	A
USGS	04233300	2002-04-19	64	A
USGS	04233300	2002-04-20	60	A
USGS	04233300	2002-04-21	54	A
USGS	04233300	2002-04-22	54	A
USGS	04233300	2002-04-23	53	A
USGS	04233300	2002-04-24	46	A
USGS	04233300	2002-04-25	58	A
USGS	04233300	2002-04-26	59	A
USGS	04233300	2002-04-27	48	A
USGS	04233300	2002-04-28	86	A
USGS	04233300	2002-04-29	110	A
USGS	04233300	2002-04-30	86	A
USGS	04233300	2002-05-01	78	A
USGS	04233300	2002-05-02	79	A
USGS	04233300	2002-05-03	69	A
USGS	04233300	2002-05-04	61	A
USGS	04233300	2002-05-05	55	A
USGS	04233300	2002-05-06	51	A
USGS	04233300	2002-05-07	64	A
USGS	04233300	2002-05-08	64	A
USGS	04233300	2002-05-09	64	A
USGS	04233300	2002-05-10	57	A
USGS	04233300	2002-05-11	48	A
USGS	04233300	2002-05-12	86	A
USGS	04233300	2002-05-13	380	A
USGS	04233300	2002-05-14	510	A
USGS	04233300	2002-05-15	250	A
USGS	04233300	2002-05-16	162	A
USGS	04233300	2002-05-17	161	A
USGS	04233300	2002-05-18	352	A
USGS	04233300	2002-05-19	208	A
USGS	04233300	2002-05-20	161	A
USGS	04233300	2002-05-21	132	A
USGS	04233300	2002-05-22	102	A
USGS	04233300	2002-05-23	84	A
USGS	04233300	2002-05-24	75	A
USGS	04233300	2002-05-25	68	A
USGS	04233300	2002-05-26	66	A
USGS	04233300	2002-05-27	55	A
USGS	04233300	2002-05-28	57	A
USGS	04233300	2002-05-29	49	A
USGS	04233300	2002-05-30	46	A
USGS	04233300	2002-05-31	50	A
USGS	04233300	2002-06-01	52	A
USGS	04233300	2002-06-02	37	A
USGS	04233300	2002-06-03	31	A
USGS	04233300	2002-06-04	30	A
USGS	04233300	2002-06-05	113	A
USGS	04233300	2002-06-06	364	A
USGS	04233300	2002-06-07	123	A
USGS	04233300	2002-06-08	71	A
USGS	04233300	2002-06-09	52	A
USGS	04233300	2002-06-10	41	A
USGS	04233300	2002-06-11	34	A
USGS	04233300	2002-06-12	37	A
USGS	04233300	2002-06-13	34	A
USGS	04233300	2002-06-14	179	A
USGS	04233300	2002-06-15	228	A
USGS	04233300	2002-06-16	389	A
USGS	04233300	2002-06-17	172	A
USGS	04233300	2002-06-18	102	A
USGS	04233300	2002-06-19	69	A
USGS	04233300	2002-06-20	53	A
USGS	04233300	2002-06-21	43	A
USGS	04233300	2002-06-22	38	A
USGS	04233300	2002-06-23	45	A
USGS	04233300	2002-06-24	35	A
USGS	04233300	2002-06-25	37	A
USGS	04233300	2002-06-26	33	A
USGS	04233300	2002-06-27	211	A
USGS	04233300	2002-06-28	85	A
USGS	04233300	2002-06-29	48	A
USGS	04233300	2002-06-30	39	A
USGS	04233300	2002-07-01	32	A
USGS	04233300	2002-07-02	28	A
USGS	04233300	2002-07-03	25	A
USGS	04233300	2002-07-04	22	A
USGS	04233300	2002-07-05	21	A
USGS	04233300	2002-07-06	19	A
USGS	04233300	2002-07-07	18	A
USGS	04233300	2002-07-08	15	A
USGS	04233300	2002-07-09	15	A
USGS	04233300	2002-07-10	15	A
USGS	04233300	2002-07-11	12	A
USGS	04233300	2002-07-12	12	A
USGS	04233300	2002-07-13	11	A
USGS	04233300	2002-07-14	11	A
USGS	04233300	2002-07-15	11	A
USGS	04233300	2002-07-16	10	A
USGS	04233300	2002-07-17	9.2	A
USGS	04233300	2002-07-18	8.8	A
USGS	04233300	2002-07-19	19	A
USGS	04233300	2002-07-20	16	A
USGS	04233300	2002-07-21	11	A
USGS	04233300	2002-07-22	9.7	A
USGS	04233300	2002-07-23	10	A
USGS	04233300	2002-07-24	10	A
USGS	04233300	2002-07-25	9.0	A
USGS	04233300	2002-07-26	8.4	A
USGS	04233300	2002-07-27	8.1	A
USGS	04233300	2002-07-28	9.3	A
USGS	04233300	2002-07-29	9.4	A
USGS	04233300	2002-07-30	11	A
USGS	04233300	2002-07-31	8.0	A
USGS	04233300	2002-08-01	7.2	A
USGS	04233300	2002-08-02	6.7	A
USGS	04233300	2002-08-03	6.3	A
USGS	04233300	2002-08-04	6.0	A
USGS	04233300	2002-08-05	7.1	A
USGS	04233300	2002-08-06	6.3	A
USGS	04233300	2002-08-07	6.0	A
USGS	04233300	2002-08-08	5.7	A
USGS	04233300	2002-08-09	5.3	A
USGS	04233300	2002-08-10	5.4	A
USGS	04233300	2002-08-11	5.2	A
USGS	04233300	2002-08-12	4.9	A
USGS	04233300	2002-08-13	4.7	A
USGS	04233300	2002-08-14	4.6	A
USGS	04233300	2002-08-15	4.7	A
USGS	04233300	2002-08-16	4.8	A
USGS	04233300	2002-08-17	4.8	A
USGS	04233300	2002-08-18	5.7	A
USGS	04233300	2002-08-19	4.7	A
USGS	04233300	2002-08-20	5.4	A
USGS	04233300	2002-08-21	4.9	A
USGS	04233300	2002-08-22	5.0	A
USGS	04233300	2002-08-23	9.1	A
USGS	04233300	2002-08-24	10	A
USGS	04233300	2002-08-25	10	A
USGS	04233300	2002-08-26	6.4	A
USGS	04233300	2002-08-27	5.6	A
USGS	04233300	2002-08-28	5.3	A
USGS	04233300	2002-08-29	5.5	A
USGS	04233300	2002-08-30	5.8	A
USGS	04233300	2002-08-31	5.5	A
USGS	04233300	2002-09-01	5.2	A
USGS	04233300	2002-09-02	5.0	A
USGS	04233300	2002-09-03	4.9	A
USGS	04233300	2002-09-04	4.7	A
USGS	04233300	2002-09-05	4.8	A
USGS	04233300	2002-09-06	4.5	A
USGS	04233300	2002-09-07	4.3	A
USGS	04233300	2002-09-08	4.0	A
USGS	04233300	2002-09-09	3.8	A
USGS	04233300	2002-09-10	3.8	A
USGS	04233300	2002-09-11	4.1	A
USGS	04233300	2002-09-12	3.8	A
USGS	04233300	2002-09-13	4.0	A
USGS	04233300	2002-09-14	4.0	A
USGS	04233300	2002-09-15	5.1	A
USGS	04233300	2002-09-16	29	A
USGS	04233300	2002-09-17	9.8	A
USGS	04233300	2002-09-18	6.5	A
USGS	04233300	2002-09-19	5.7	A
USGS	04233300	2002-09-20	5.7	A
USGS	04233300	2002-09-21	6.0	A
USGS	04233300	2002-09-22	6.8	A
USGS	04233300	2002-09-23	21	A
USGS	04233300	2002-09-24	9.6	A
USGS	04233300	2002-09-25	7.4	A
USGS	04233300	2002-09-26	6.7	A
USGS	04233300	2002-09-27	43	A
USGS	04233300	2002-09-28	57	A
USGS	04233300	2002-09-29	18	A
USGS	04233300	2002-09-30	13	A
USGS	04233300	2002-10-01	10	A
USGS	04233300	2002-10-02	9.2	A
USGS	04233300	2002-10-03	21	A
USGS	04233300	2002-10-04	16	A
USGS	04233300	2002-10-05	13	A
USGS	04233300	2002-10-06	11	A
USGS	04233300	2002-10-07	9.4	A
USGS	04233300	2002-10-08	8.2	A
USGS	04233300	2002-10-09	7.8	A
USGS	04233300	2002-10-10	7.6	A
USGS	04233300	2002-10-11	8.3	A
USGS	04233300	2002-10-12	10	A
USGS	04233300	2002-10-13	9.4	A
USGS	04233300	2002-10-14	9.1	A
USGS	04233300	2002-10-15	8.1	A
USGS	04233300	2002-10-16	45	A
USGS	04233300	2002-10-17	55	A
USGS	04233300	2002-10-18	27	A
USGS	04233300	2002-10-19	24	A
USGS	04233300	2002-10-20	24	A
USGS	04233300	2002-10-21	19	A
USGS	04233300	2002-10-22	17	A
USGS	04233300	2002-10-23	16	A
USGS	04233300	2002-10-24	15	A
USGS	04233300	2002-10-25	14	A
USGS	04233300	2002-10-26	54	A
USGS	04233300	2002-10-27	35	A
USGS	04233300	2002-10-28	27	A
USGS	04233300	2002-10-29	24	A
USGS	04233300	2002-10-30	22	A
USGS	04233300	2002-10-31	21	A
USGS	04233300	2002-11-01	20	A
USGS	04233300	2002-11-02	20	A
USGS	04233300	2002-11-03	21	A
USGS	04233300	2002-11-04	21	A
USGS	04233300	2002-11-05	21	A
USGS	04233300	2002-11-06	33	A
USGS	04233300	2002-11-07	31	A
USGS	04233300	2002-11-08	26	A
USGS	04233300	2002-11-09	24	A
USGS	04233300	2002-11-10	23	A
USGS	04233300	2002-11-11	27	A
USGS	04233300	2002-11-12	27	A
USGS	04233300	2002-11-13	35	A
USGS	04233300	2002-11-14	28	A
USGS	04233300	2002-11-15	25	A
USGS	04233300	2002-11-16	28	A
USGS	04233300	2002-11-17	220	A
USGS	04233300	2002-11-18	140	A
USGS	04233300	2002-11-19	90	A
USGS	04233300	2002-11-20	90	A
USGS	04233300	2002-11-21	91	A
USGS	04233300	2002-11-22	119	A
USGS	04233300	2002-11-23	141	A
USGS	04233300	2002-11-24	100	A
USGS	04233300	2002-11-25	97	A
USGS	04233300	2002-11-26	83	A
USGS	04233300	2002-11-27	70	A
USGS	04233300	2002-11-28	61	A
USGS	04233300	2002-11-29	57	A
USGS	04233300	2002-11-30	56	A
USGS	04233300	2002-12-01	53	A
USGS	04233300	2002-12-02	45	A
USGS	04233300	2002-12-03	42	A:e
USGS	04233300	2002-12-04	40	A:e
USGS	04233300	2002-12-05	30	A:e
USGS	04233300	2002-12-06	28	A:e
USGS	04233300	2002-12-07	24	A:e
USGS	04233300	2002-12-08	24	A:e
USGS	04233300	2002-12-09	23	A:e
USGS	04233300	2002-12-10	21	A:e
USGS	04233300	2002-12-11	21	A:e
USGS	04233300	2002-12-12	40	A:e
USGS	04233300	2002-12-13	47	A
USGS	04233300	2002-12-14	174	A
USGS	04233300	2002-12-15	141	A
USGS	04233300	2002-12-16	99	A
USGS	04233300	2002-12-17	69	A
USGS	04233300	2002-12-18	64	A:e
USGS	04233300	2002-12-19	62	A
USGS	04233300	2002-12-20	204	A
USGS	04233300	2002-12-21	141	A
USGS	04233300	2002-12-22	97	A
USGS	04233300	2002-12-23	80	A
USGS	04233300	2002-12-24	66	A
USGS	04233300	2002-12-25	62	A
USGS	04233300	2002-12-26	62	A
USGS	04233300	2002-12-27	54	A
USGS	04233300	2002-12-28	54	A
USGS	04233300	2002-12-29	51	A
USGS	04233300	2002-12-30	49	A
USGS	04233300	2002-12-31	72	A
USGS	04233300	2003-01-01	147	A
USGS	04233300	2003-01-02	191	A
USGS	04233300	2003-01-03	100	A
USGS	04233300	2003-01-04	93	A
USGS	04233300	2003-01-05	78	A
USGS	04233300	2003-01-06	72	A
USGS	04233300	2003-01-07	67	A
USGS	04233300	2003-01-08	68	A
USGS	04233300	2003-01-09	77	A
USGS	04233300	2003-01-10	71	A
USGS	04233300	2003-01-11	66	A
USGS	04233300	2003-01-12	56	A:e
USGS	04233300	2003-01-13	48	A:e
USGS	04233300	2003-01-14	40	A:e
USGS	04233300	2003-01-15	38	A:e
USGS	04233300	2003-01-16	34	A:e
USGS	04233300	2003-01-17	32	A:e
USGS	04233300	2003-01-18	30	A:e
USGS	04233300	2003-01-19	29	A:e
USGS	04233300	2003-01-20	27	A:e
USGS	04233300	2003-01-21	24	A:e
USGS	04233300	2003-01-22	23	A:e
USGS	04233300	2003-01-23	22	A:e
USGS	04233300	2003-01-24	22	A:e
USGS	04233300	2003-01-25	22	A:e
USGS	04233300	2003-01-26	21	A:e
USGS	04233300	2003-01-27	20	A:e
USGS	04233300	2003-01-28	20	A:e
USGS	04233300	2003-01-29	21	A:e
USGS	04233300	2003-01-30	20	A:e
USGS	04233300	2003-01-31	21	A:e
USGS	04233300	2003-02-01	22	A:e
USGS	04233300	2003-02-02	24	A:e
USGS	04233300	2003-02-03	28	A:e
USGS	04233300	2003-02-04	160	A:e
USGS	04233300	2003-02-05	110	A:e
USGS	04233300	2003-02-06	70	A:e
USGS	04233300	2003-02-07	64	A:e
USGS	04233300	2003-02-08	56	A:e
USGS	04233300	2003-02-09	52	A:e
USGS	04233300	2003-02-10	48	A:e
USGS	04233300	2003-02-11	44	A:e
USGS	04233300	2003-02-12	40	A:e
USGS	04233300	2003-02-13	38	A:e
USGS	04233300	2003-02-14	36	A:e
USGS	04233300	2003-02-15	36	A:e
USGS	04233300	2003-02-16	34	A:e
USGS	04233300	2003-02-17	34	A:e
USGS	04233300	2003-02-18	34	A:e
USGS	04233300	2003-02-19	33	A:e
USGS	04233300	2003-02-20	33	A:e
USGS	04233300	2003-02-21	32	A:e
USGS	04233300	2003-02-22	70	A:e
USGS	04233300	2003-02-23	260	A:e
USGS	04233300	2003-02-24	200	A:e
USGS	04233300	2003-02-25	170	A:e
USGS	04233300	2003-02-26	130	A:e
USGS	04233300	2003-02-27	110	A:e
USGS	04233300	2003-02-28	94	A:e
USGS	04233300	2003-03-01	88	A:e
USGS	04233300	2003-03-02	80	A:e
USGS	04233300	2003-03-03	74	A:e
USGS	04233300	2003-03-04	68	A:e
USGS	04233300	2003-03-05	64	A:e
USGS	04233300	2003-03-06	62	A:e
USGS	04233300	2003-03-07	66	A:e
USGS	04233300	2003-03-08	60	A:e
USGS	04233300	2003-03-09	56	A:e
USGS	04233300	2003-03-10	54	A:e
USGS	04233300	2003-03-11	50	A:e
USGS	04233300	2003-03-12	48	A:e
USGS	04233300	2003-03-13	48	A:e
USGS	04233300	2003-03-14	55	A:e
USGS	04233300	2003-03-15	60	A:e
USGS	04233300	2003-03-16	180	A:e
USGS	04233300	2003-03-17	428	A
USGS	04233300	2003-03-18	564	A
USGS	04233300	2003-03-19	374	A
USGS	04233300	2003-03-20	384	A
USGS	04233300	2003-03-21	657	A
USGS	04233300	2003-03-22	459	A
USGS	04233300	2003-03-23	303	A
USGS	04233300	2003-03-24	219	A
USGS	04233300	2003-03-25	211	A
USGS	04233300	2003-03-26	268	A
USGS	04233300	2003-03-27	197	A
USGS	04233300	2003-03-28	149	A
USGS	04233300	2003-03-29	171	A
USGS	04233300	2003-03-30	175	A
USGS	04233300	2003-03-31	149	A
USGS	04233300	2003-04-01	128	A
USGS	04233300	2003-04-02	183	A
USGS	04233300	2003-04-03	175	A
USGS	04233300	2003-04-04	242	A
USGS	04233300	2003-04-05	522	A
USGS	04233300	2003-04-06	209	A
USGS	04233300	2003-04-07	151	A
USGS	04233300	2003-04-08	130	A
USGS	04233300	2003-04-09	121	A
USGS	04233300	2003-04-10	128	A
USGS	04233300	2003-04-11	119	A
USGS	04233300	2003-04-12	99	A
USGS	04233300	2003-04-13	82	A
USGS	04233300	2003-04-14	71	A
USGS	04233300	2003-04-15	65	A
USGS	04233300	2003-04-16	59	A
USGS	04233300	2003-04-17	53	A
USGS	04233300	2003-04-18	49	A
USGS	04233300	2003-04-19	49	A
USGS	04233300	2003-04-20	45	A
USGS	04233300	2003-04-21	43	A
USGS	04233300	2003-04-22	57	A
USGS	04233300	2003-04-23	64	A
USGS	04233300	2003-04-24	54	A
USGS	04233300	2003-04-25	47	A
USGS	04233300	2003-04-26	46	A
USGS	04233300	2003-04-27	44	A
USGS	04233300	2003-04-28	40	A
USGS	04233300	2003-04-29	38	A
USGS	04233300	2003-04-30	35	A
USGS	04233300	2003-05-01	34	A
USGS	04233300	2003-05-02	39	A
USGS	04233300	2003-05-03	36	A
USGS	04233300	2003-05-04	32	A
USGS	04233300	2003-05-05	30	A
USGS	04233300	2003-05-06	32	A
USGS	04233300	2003-05-07	32	A
USGS	04233300	2003-05-08	30	A
USGS	04233300	2003-05-09	29	A
USGS	04233300	2003-05-10	27	A
USGS	04233300	2003-05-11	68	A
USGS	04233300	2003-05-12	105	A
USGS	04233300	2003-05-13	131	A
USGS	04233300	2003-05-14	108	A
USGS	04233300	2003-05-15	77	A
USGS	04233300	2003-05-16	65	A
USGS	04233300	2003-05-17	55	A
USGS	04233300	2003-05-18	48	A
USGS	04233300	2003-05-19	41	A
USGS	04233300	2003-05-20	37	A
USGS	04233300	2003-05-21	51	A
USGS	04233300	2003-05-22	39	A
USGS	04233300	2003-05-23	35	A
USGS	04233300	2003-05-24	95	A
USGS	04233300	2003-05-25	96	A
USGS	04233300	2003-05-26	63	A
USGS	04233300	2003-05-27	56	A
USGS	04233300	2003-05-28	52	A
USGS	04233300	2003-05-29	44	A
USGS	04233300	2003-05-30	41	A
USGS	04233300	2003-05-31	55	A
USGS	04233300	2003-06-01	534	A
USGS	04233300	2003-06-02	201	A
USGS	04233300	2003-06-03	127	A
USGS	04233300	2003-06-04	102	A
USGS	04233300	2003-06-05	103	A
USGS	04233300	2003-06-06	75	A
USGS	04233300	2003-06-07	72	A
USGS	04233300	2003-06-08	63	A
USGS	04233300	2003-06-09	51	A
USGS	04233300	2003-06-10	44	A
USGS	04233300	2003-06-11	46	A
USGS	04233300	2003-06-12	48	A
USGS	04233300	2003-06-13	54	A
USGS	04233300	2003-06-14	45	A
USGS	04233300	2003-06-15	38	A
USGS	04233300	2003-06-16	31	A
USGS	04233300	2003-06-17	28	A
USGS	04233300	2003-06-18	37	A
USGS	04233300	2003-06-19	32	A
USGS	04233300	2003-06-20	33	A
USGS	04233300	2003-06-21	92	A
USGS	04233300	2003-06-22	90	A
USGS	04233300	2003-06-23	49	A
USGS	04233300	2003-06-24	39	A
USGS	04233300	2003-06-25	33	A
USGS	04233300	2003-06-26	29	A
USGS	04233300	2003-06-27	26	A
USGS	04233300	2003-06-28	23	A
USGS	04233300	2003-06-29	22	A
USGS	04233300	2003-06-30	21	A
USGS	04233300	2003-07-01	19	A
USGS	04233300	2003-07-02	17	A
USGS	04233300	2003-07-03	15	A
USGS	04233300	2003-07-04	16	A
USGS	04233300	2003-07-05	18	A
USGS	04233300	2003-07-06	15	A
USGS	04233300	2003-07-07	14	A
USGS	04233300	2003-07-08	20	A
USGS	04233300	2003-07-09	17	A
USGS	04233300	2003-07-10	16	A
USGS	04233300	2003-07-11	19	A
USGS	04233300	2003-07-12	14	A
USGS	04233300	2003-07-13	12	A
USGS	04233300	2003-07-14	10	A
USGS	04233300	2003-07-15	9.0	A
USGS	04233300	2003-07-16	21	A
USGS	04233300	2003-07-17	12	A
USGS	04233300	2003-07-18	45	A
USGS	04233300	2003-07-19	21	A
USGS	04233300	2003-07-20	12	A
USGS	04233300	2003-07-21	140	A
USGS	04233300	2003-07-22	502	A
USGS	04233300	2003-07-23	239	A
USGS	04233300	2003-07-24	183	A
USGS	04233300	2003-07-25	100	A
USGS	04233300	2003-07-26	66	A
USGS	04233300	2003-07-27	60	A
USGS	04233300	2003-07-28	58	A
USGS	04233300	2003-07-29	45	A
USGS	04233300	2003-07-30	40	A
USGS	04233300	2003-07-31	39	A
USGS	04233300	2003-08-01	55	A
USGS	04233300	2003-08-02	34	A
USGS	04233300	2003-08-03	28	A
USGS	04233300	2003-08-04	37	A
USGS	04233300	2003-08-05	43	A
USGS	04233300	2003-08-06	30	A
USGS	04233300	2003-08-07	25	A
USGS	04233300	2003-08-08	22	A
USGS	04233300	2003-08-09	60	A
USGS	04233300	2003-08-10	100	A
USGS	04233300	2003-08-11	41	A
USGS	04233300	2003-08-12	35	A
USGS	04233300	2003-08-13	29	A
USGS	04233300	2003-08-14	25	A
USGS	04233300	2003-08-15	22	A
USGS	04233300	2003-08-16	62	A
USGS	04233300	2003-08-17	48	A
USGS	04233300	2003-08-18	29	A
USGS	04233300	2003-08-19	24	A
USGS	04233300	2003-08-20	21	A
USGS	04233300	2003-08-21	19	A
USGS	04233300	2003-08-22	18	A
USGS	04233300	2003-08-23	16	A
USGS	04233300	2003-08-24	15	A
USGS	04233300	2003-08-25	14	A
USGS	04233300	2003-08-26	14	A
USGS	04233300	2003-08-27	14	A
USGS	04233300	2003-08-28	13	A
USGS	04233300	2003-08-29	14	A
USGS	04233300	2003-08-30	18	A
USGS	04233300	2003-08-31	14	A
USGS	04233300	2003-09-01	25	A
USGS	04233300	2003-09-02	153	A
USGS	04233300	2003-09-03	65	A
USGS	04233300	2003-09-04	97	A
USGS	04233300	2003-09-05	51	A
USGS	04233300	2003-09-06	40	A
USGS	04233300	2003-09-07	32	A
USGS	04233300	2003-09-08	28	A
USGS	04233300	2003-09-09	24	A
USGS	04233300	2003-09-10	22	A
USGS	04233300	2003-09-11	19	A
USGS	04233300	2003-09-12	18	A
USGS	04233300	2003-09-13	17	A
USGS	04233300	2003-09-14	17	A
